iterations,aggregate_opinions,radicalised_agents,silenced_agents,negated_agents,radicalisation_logodds,layer_interdependences_family,layer_interdependences_friends,layer_interdependences_religion,layer_interdependences_neighbours,layer_interdependences_cultural,layer_polarisations_family,layer_polarisations_friends,layer_polarisations_religion,layer_polarisations_neighbours,layer_polarisations_cultural
78,-0.03655776187441743,100,431,458,0.0,0.19729281308356703,0.2003942797367252,0.1997408895508144,0.20181197774957316,0.20076003987932858,0.35998023022675246,0.35998023022675246,0.35998023022675246,0.35998023022675246,0.35998023022675246
79,-0.0026365403727243763,100,431,458,0.0,0.19737458700325766,0.2005499587571555,0.1998187781705364,0.20175591486697292,0.20050076120208207,0.36499506522891595,0.36499506522891595,0.36499506522891595,0.36499506522891595,0.36499506522891595
80,0.03203271955827237,100,431,458,0.0,0.19751291013145983,0.2006511922761461,0.19965339265317877,0.20168170798213644,0.20050079695708575,0.38603020321092096,0.38603020321092096,0.38603020321092096,0.38603020321092096,0.38603020321092096
81,0.05812311597847576,100,431,458,0.0,0.1975374673492309,0.20074374006687587,0.19962410239767256,0.20177340976203992,0.2003212804241781,0.3852576717210418,0.3852576717210418,0.3852576717210418,0.3852576717210418,0.3852576717210418
82,0.04860752926922483,100,431,458,0.0,0.19724154872386707,0.20080055051662726,0.19964215834296514,0.20203855989590339,0.20027718252064228,0.3805846644122261,0.3805846644122261,0.3805846644122261,0.3805846644122261,0.3805846644122261
83,0.0738444164625189,100,431,458,0.0,0.19768092802452372,0.20072883682164658,0.19958388397343624,0.2018869316844918,0.20011941949590084,0.3670979379581589,0.3670979379581589,0.3670979379581589,0.3670979379581589,0.3670979379581589
84,0.028827575337871936,100,431,458,0.0,0.19791865387620872,0.20081681981955543,0.19958536740384983,0.2016162864766332,0.2000628724237504,0.3810274194183732,0.3810274194183732,0.3810274194183732,0.3810274194183732,0.3810274194183732
85,0.03364816022524972,100,431,458,0.0,0.19738841043827438,0.20091069897318167,0.19967908310787216,0.2018172285871972,0.20020457889347607,0.36766344831571757,0.36766344831571757,0.36766344831571757,0.36766344831571757,0.36766344831571757
86,0.030408961185360628,100,431,458,0.0,0.19785158405447742,0.20077144009060136,0.19931326201258043,0.20179907894772106,0.2002646348946183,0.33474405581880273,0.33474405581880273,0.33474405581880273,0.33474405581880273,0.33474405581880273
87,0.05669455164826636,100,431,458,0.0,0.1982519698089088,0.2005976648788822,0.19900769603946702,0.20154105363314864,0.2006016156395919,0.3388144862744465,0.3388144862744465,0.3388144862744465,0.3388144862744465,0.3388144862744465
88,0.07144991460317215,100,431,458,0.0,0.19849298798060247,0.20051612460222037,0.19885830367804977,0.20144776925946584,0.2006848144796631,0.32931159027760154,0.32931159027760154,0.32931159027760154,0.32931159027760154,0.32931159027760154
89,0.05662352712905701,100,431,458,0.0,0.1979536471491372,0.20055155426698731,0.19891836935215132,0.20148401410594502,0.2010924151257869,0.3295821901935798,0.3295821901935798,0.3295821901935798,0.3295821901935798,0.3295821901935798
90,0.08333046365535657,100,431,458,0.0,0.1980237906907177,0.20077807357931404,0.19895824884674926,0.20141230072953895,0.20082758615368013,0.34277189424130233,0.34277189424130233,0.34277189424130233,0.34277189424130233,0.34277189424130233
91,0.0848763958539351,100,431,458,0.0,0.19784708062848574,0.20050912795998724,0.19921352885764942,0.2015536150769174,0.200876647476962,0.34994632284953836,0.34994632284953836,0.34994632284953836,0.34994632284953836,0.34994632284953836
92,0.10007786158751923,100,431,458,0.0,0.19793706145481782,0.20059340513916427,0.1994255728222383,0.20140397341031324,0.2006399871734666,0.3440807124025795,0.3440807124025795,0.3440807124025795,0.3440807124025795,0.3440807124025795
93,0.1054895181651753,100,431,458,0.0,0.1976588461384666,0.20034808989493946,0.19931106301772494,0.2018388617078503,0.20084313924101654,0.3478190398752843,0.3478190398752843,0.3478190398752843,0.3478190398752843,0.3478190398752843
94,0.0939480031327056,100,431,458,0.0,0.19785252810564,0.2001786710516365,0.19930799746954841,0.20196867241725286,0.20069213095591823,0.3695809929578408,0.3695809929578408,0.3695809929578408,0.3695809929578408,0.3695809929578408
95,0.06299674902191912,100,431,458,0.0,0.1977394659362564,0.20015661762576878,0.1990548830934544,0.20218056801601092,0.20086846532850486,0.36472844903053403,0.36472844903053403,0.36472844903053403,0.36472844903053403,0.36472844903053403
96,0.07936457395558867,100,431,458,0.0,0.19781412279411434,0.20014883861129368,0.19920901870941382,0.20225722036063243,0.2005707995245451,0.3725202241477637,0.3725202241477637,0.3725202241477637,0.3725202241477637,0.3725202241477637
97,0.10386374925143427,100,431,458,0.0,0.1980752935140148,0.20015427664203722,0.1994356785916998,0.20207200797003216,0.20026274328221763,0.3750773872175827,0.3750773872175827,0.3750773872175827,0.3750773872175827,0.3750773872175827
98,0.08802155968017836,100,431,458,0.0,0.19790334000389653,0.20032806422453867,0.19948323342055369,0.20219145256495932,0.20009390978605676,0.36972652984894233,0.36972652984894233,0.36972652984894233,0.36972652984894233,0.36972652984894233
99,0.07848346758051862,100,431,458,0.0,0.19778235660712007,0.20023481256665432,0.1997068894604525,0.20230896648165764,0.19996697488411866,0.36063867563459434,0.36063867563459434,0.36063867563459434,0.36063867563459434,0.36063867563459434
100,0.0629768471123264,100,431,458,0.0,0.19774615860546707,0.2002234549824795,0.19953569917839695,0.2023423416337022,0.2001523455999534,0.3430321582683302,0.3430321582683302,0.3430321582683302,0.3430321582683302,0.3430321582683302
